,Vectors,DOIs,Topics
473,"[-0.14754616 -0.11461167  0.40772223 -0.15637726 -0.12075052  0.17011817
  0.04740234  0.06277072 -0.58304876  0.02269816  0.52252114  0.18846776
 -0.02179078 -0.01767363 -0.08707441 -0.2577523   0.39582396  0.45729557
 -0.29906514  0.42743292 -0.11051494 -0.05669676 -0.25554407  0.4321174
  0.2258384   0.41441548  0.14253035  0.19269164  0.3997056  -0.7336535 ]",10.1002/14651858.MR000013.pub6,"['Humans', 'Patient Education as Topic', 'Patient Selection', 'Randomized Controlled Trials as Topic', 'Reminder Systems', 'Sample Size', 'Telephone']"
474,"[-0.20675692 -0.02976832  0.28627113 -0.09564584 -0.0755235   0.2068399
  0.04612676  0.1381204  -0.66696674  0.12389473  0.45882508  0.15972415
 -0.10281831 -0.16050783 -0.16121043 -0.31178543  0.3963182   0.2924941
 -0.16523263  0.36050305  0.06624401 -0.2504524  -0.13501723  0.500876
  0.17884453  0.36447385  0.07776652  0.1706824   0.40186897 -0.75816005]",10.1016/j.jpeds.2017.11.058,"['Enteral Nutrition', 'Female', 'Humans', 'Incidence', 'Infant', 'Infant, Newborn', 'Intestinal Diseases', 'Intestines', 'Liver Diseases', 'Logistic Models', 'Male', 'Postoperative Care', 'Postoperative Complications', 'Practice Guidelines as Topic', 'Prospective Studies', 'Retrospective Studies', 'Risk Factors', 'Severity of Illness Index', 'Treatment Outcome']"
475,"[-0.08322768 -0.51114124  0.66605335 -1.093417   -0.3047496   0.42223015
  0.27366558  0.6611352  -0.8349466   0.4251339   1.4377675   1.2588619
 -0.01080142  0.6998695  -0.31406268 -0.9935348   1.3877401   0.68742365
  0.01141895  0.95268655  0.27893502 -0.16333316  0.3186957   1.4726511
  1.0090684   1.6845757   0.965394    0.4441153   0.85058033 -1.8904907 ]",10.1016/j.socscimed.2018.01.007,"['Aged', 'Aged, 80 and over', 'Atherosclerosis', 'Cognition', 'Educational Status', 'Environment Design', 'Ethnicity', 'Female', 'Humans', 'Longitudinal Studies', 'Male', 'Middle Aged', 'Residence Characteristics', 'Urban Population']"
476,"[-0.35950366  0.27990136  0.59355307  0.11798473 -0.19226368  0.72704446
 -0.06760041  0.27200755 -1.7604182   0.42436582  0.92423356  0.00770498
 -0.16457708 -0.8134989  -0.26846084 -0.7943219   0.82894105  0.17760344
 -0.5211536   0.5799836   0.47759157 -0.8245502   0.08085299  1.3358377
  0.482759    0.7139661   0.21220659  0.2534449   0.5966702  -1.5242994 ]",10.1161/HYPERTENSIONAHA.117.10648,"['Adult', 'Aged', 'Blood Flow Velocity', 'Blood Pressure', 'Carotid Arteries', 'Cause of Death', 'Disease Progression', 'Female', 'Glomerular Filtration Rate', 'Humans', 'Hypertension', 'Male', 'Middle Aged', 'Pulse Wave Analysis', 'Renal Insufficiency, Chronic', 'Retrospective Studies', 'Survival Rate', 'United States', 'Young Adult']"
477,"[-0.7092321   1.2047993  -0.25169334 -1.1567819  -0.68247044  0.17222871
  0.03239748 -0.32871687 -1.7899777   0.39503428  2.3387485   1.0736952
  0.6246529   0.45252785 -1.3056692  -0.6879541   2.4528382   0.14729045
  0.3280825   0.48748764 -0.38091764 -1.315916    0.8917357   0.9871673
 -0.2991179   2.9551303   0.39949372  0.90781206  1.2184299  -1.8893434 ]",10.1080/09593985.2018.1434708,"['Adolescent', 'Adult', 'Dancing', 'Female', 'Humans', 'Male', 'Physical Therapy Modalities', 'Reproducibility of Results', 'Young Adult']"
478,"[-0.25068533 -0.06447573  0.4443844  -0.13915834 -0.1873173   0.38991672
  0.059627    0.18245281 -0.8989515   0.15585206  0.6711845   0.23445249
 -0.08399888 -0.17850648 -0.18892401 -0.4112745   0.611631    0.5055162
 -0.32074863  0.51220024  0.07229393 -0.28612128 -0.13362458  0.68699366
  0.3368828   0.7032197   0.19018301  0.2718397   0.46348864 -0.96715707]",10.1097/PSY.0000000000000555,"['Depression', 'Diabetes Mellitus, Type 2', 'Genetic Loci', 'Genetic Pleiotropy', 'Genome-Wide Association Study', 'Humans', 'Polymorphism, Single Nucleotide']"
479,"[-0.16757317  0.3410995   0.31239274  1.6771746   0.20055757  1.6209662
  0.25181562  0.0107541  -3.6023037   2.3026521  -0.5496367  -0.90151787
 -0.7277038  -4.4719586   0.1703181  -2.5915825   0.15165515 -2.121932
 -0.65825987 -0.36137336  2.23925    -3.2990978   1.9292135   2.86576
 -0.0294587   0.84829915  0.38255313 -0.11455046  0.5371195  -1.951454  ]",10.1002/ajh.25051,"['Adolescent', 'Anemia, Sickle Cell', 'Blood Preservation', 'Cell Survival', 'Child', 'Child, Preschool', 'Erythrocyte Transfusion', 'Erythrocytes', 'Erythropoiesis', 'Female', 'Glucose-6-Phosphate', 'Glucosephosphate Dehydrogenase Deficiency', 'Hemoglobin A', 'Humans', 'Male', 'Prospective Studies', 'Young Adult']"
480,"[-0.21677959  0.0034779   0.25175735 -0.10801767 -0.17095049  0.42677155
  0.00986729  0.32473266 -1.2359546   0.2039573   0.6460982   0.15854229
 -0.12607585 -0.4503543  -0.28935814 -0.50005156  0.70438534  0.3255894
 -0.21102442  0.44703454  0.185755   -0.37118134 -0.16925362  0.9122829
  0.40082836  0.56953037  0.12071892  0.12523274  0.5450099  -1.0070395 ]",10.1161/CIRCOUTCOMES.117.004171,"['Aged', 'Atherosclerosis', 'Clinical Decision-Making', 'Cost-Benefit Analysis', 'Decision Support Techniques', 'Decision Trees', 'Drug Costs', 'Dyslipidemias', 'Female', 'Gene Expression Profiling', 'Genetic Association Studies', 'Genetic Markers', 'Genetic Predisposition to Disease', 'Health Status', 'Humans', 'Hydroxymethylglutaryl-CoA Reductase Inhibitors', 'Lipids', 'Male', 'Markov Chains', 'Middle Aged', 'Models, Economic', 'Phenotype', 'Polymorphism, Single Nucleotide', 'Predictive Value of Tests', 'Primary Prevention', 'Quality-Adjusted Life Years', 'Risk Assessment', 'Risk Factors', 'Time Factors', 'Treatment Outcome']"
481,"[-0.11985426 -0.10139284  0.40873146 -0.26891547 -0.13525237  0.24692641
  0.11750454  0.14553119 -0.6948228   0.20055819  0.5524911   0.31661353
  0.01235071  0.0511129  -0.15394124 -0.30967328  0.43922198  0.3906031
 -0.21054034  0.45739442  0.00823452 -0.10557094 -0.16696441  0.5242795
  0.38139325  0.48675382  0.15349251  0.1543841   0.39117008 -0.74300104]",10.1007/s40572-018-0197-9,"['Animal Husbandry', 'Animals', 'Cattle', 'Dairying', 'Dietary Exposure', 'Hormones', 'Humans', 'Milk', 'Red Meat', 'Somatostatin', 'United States']"
482,"[-0.24103603  0.12009037  0.21199004 -0.092832   -0.22156021  0.80590326
  0.70797807  0.2819328  -2.4120598   0.94109905  1.060074    0.46586344
 -0.156882   -0.7486217  -0.915114   -1.2589886   0.752996    0.14225669
 -0.2154894   0.6521994   0.30656362 -1.2471882   0.30972707  1.5682416
  1.3434906   1.0649527   0.08002643 -0.26512983  0.57510066 -1.3608134 ]",10.1186/s12868-018-0406-3,"['Alzheimer Disease', 'Amyloid beta-Peptides', 'Animals', 'Anti-Inflammatory Agents', 'Curcumin', 'Disease Models, Animal', 'Hippocampus', 'Mice, Transgenic', 'Neurofibrillary Tangles', 'Neurons', 'Neuroprotective Agents', 'Plaque, Amyloid']"
483,"[-0.4814957   0.03218565  0.54354495 -0.3653325  -0.4294348   0.5168486
  0.20988268  0.20695767 -1.6297368   0.40781054  0.70870954  0.6238301
  0.21954456  0.01518582 -0.5445139  -0.5245906   0.9148803   0.9066515
 -0.5127959   0.98742896  0.21786682 -0.33614445 -0.13122727  0.9024937
  0.81101453  0.5923414   0.0868156   0.00276529  1.0104331  -1.4172195 ]",10.12788/jhm.2892,"['Adult', 'Anti-Bacterial Agents', 'Antimicrobial Stewardship', 'Bacteriuria', 'Decision Support Systems, Clinical', 'Female', 'Humans', 'Inappropriate Prescribing', 'Middle Aged', 'Pregnancy', 'Prospective Studies', 'Quality Improvement', 'Urinalysis']"
484,"[-0.05544417 -0.02949356  0.16804017 -0.08165151 -0.06223504  0.18568313
  0.07182609  0.08228309 -0.43381342  0.09842946  0.31419098  0.1055951
 -0.00110079 -0.06877545 -0.09573931 -0.17453071  0.2668355   0.17571323
 -0.12450873  0.23513664  0.02814854 -0.12715504 -0.05215311  0.30230436
  0.19160372  0.27027068  0.12621172  0.06390423  0.1603381  -0.39857328]",10.1080/13557858.2018.1493433,"['Adolescent', 'Adult', 'Black or African American', 'Cardiometabolic Risk Factors', 'Cardiovascular Diseases', 'Community-Based Participatory Research', 'Ethnicity', 'Female', 'Hispanic or Latino', 'Humans', 'Interviews as Topic', 'Postpartum Period', 'Poverty', 'Pregnancy', 'Racial Groups', 'United States', 'White People', 'Young Adult']"
485,"[-0.14571126  0.46781194  0.3628413  -0.03274366 -0.1444239   0.81715804
  0.28280053  0.15261284 -2.2006907   0.7840515   0.64310646  0.1620792
 -0.09133156 -1.0037868  -0.596166   -0.9503979   0.9800664  -0.17519005
 -0.6207626   0.7091745   0.59564394 -1.2441001   0.660314    1.5628461
  0.9827725   0.84936225  0.31168547 -0.00286463  0.7135484  -1.2777152 ]",10.1038/s41598-018-27555-2,"['DNA, Bacterial', 'Female', 'Humans', 'Leptospira interrogans', 'Leptospirosis', 'Male', 'Nucleic Acid Denaturation', 'Real-Time Polymerase Chain Reaction', 'Spain']"
486,"[-0.28748262  0.11956497  0.31832424  0.05248434 -0.08925722  0.32804647
 -0.0395894   0.2931596  -1.2326972   0.20388001  0.58225155 -0.00207054
 -0.21103972 -0.47233254 -0.1947777  -0.52532464  0.6397306   0.18383515
 -0.23601873  0.40499917  0.172669   -0.47313422 -0.0710861   0.94347054
  0.34535134  0.40833834  0.05927584  0.23769446  0.4784503  -1.1088811 ]",10.1016/j.kint.2018.01.009,"['Adult', 'Aged', 'Cardiovascular Diseases', 'Decision Support Techniques', 'Disease Progression', 'Female', 'Glomerular Filtration Rate', 'Humans', 'Kidney', 'Male', 'Markov Chains', 'Middle Aged', 'Monte Carlo Method', 'Prognosis', 'Renal Insufficiency', 'Renal Insufficiency, Chronic', 'Renal Replacement Therapy', 'Risk Assessment', 'Risk Factors', 'Severity of Illness Index', 'Time Factors']"
487,"[-0.1916002  -0.02364131  0.45528978 -0.31807104 -0.19251616  0.3852977
  0.15814653  0.23221841 -0.9960127   0.39932978  0.7625695   0.37040675
  0.05240827 -0.13528195 -0.23334484 -0.54181206  0.6510229   0.36562213
 -0.28028136  0.5974775   0.09746429 -0.3237945  -0.01623051  0.7780873
  0.41454294  0.8112102   0.27006337  0.20778438  0.5054347  -1.1122569 ]",10.1097/PHH.0000000000000790,"['Asthma', 'Baltimore', 'Child', 'Child, Preschool', 'Cohort Studies', 'Environmental Exposure', 'Family Characteristics', 'Female', 'Humans', 'Male', 'Smokers', 'Tobacco Smoke Pollution', 'Urban Population']"
488,"[-0.25006768 -0.04553488  0.4241615  -0.19352794 -0.15088464  0.29915452
  0.0537697   0.1852277  -0.8385766   0.19039467  0.55449015  0.24725755
 -0.08865971 -0.14325553 -0.12933584 -0.463069    0.53996426  0.36878717
 -0.2920166   0.46953696  0.08829285 -0.2855368  -0.05868903  0.6062472
  0.30156016  0.62738556  0.1647033   0.18959753  0.5107347  -0.9525731 ]",10.1016/j.ijrobp.2018.04.037,"['Adolescent', 'Anisotropy', 'Behavior', 'Brain', 'Brain Neoplasms', 'Case-Control Studies', 'Child', 'Child, Preschool', 'Cognition', 'Corpus Callosum', 'Diffusion Tensor Imaging', 'Female', 'Humans', 'Male', 'Neurons', 'Neuropsychological Tests', 'Prospective Studies', 'White Matter']"
489,"[-0.52585703  0.27686745  0.2166731  -0.553088    0.07995885  0.9227614
  1.3659651   0.2720799  -2.635847    1.5796156   1.0036976   1.3590833
  0.02355346 -1.256878   -1.5717957  -1.0513979   0.6769795   0.17794509
 -0.21860062  1.7307826   0.72641736 -0.9322749   0.97966236  1.6657788
  1.6618491   0.5426728  -0.14930873 -0.8729395   0.8677793  -1.5163627 ]",10.1096/fj.201800351R,[]
490,"[-0.08066542 -0.01689294  0.18984571 -0.02189461 -0.05089002 -0.01753729
 -0.11138662 -0.01413421 -0.03711508 -0.1093844   0.09904526 -0.00460032
 -0.07320679  0.05055552  0.0532864  -0.01959028  0.12566762  0.18291119
 -0.07550604  0.09177361 -0.07773453 -0.00150732 -0.18786763  0.08611324
 -0.09913491  0.0937036  -0.01725649  0.18232673  0.15836367 -0.2318023 ]",10.1093/jtm/tay039,"['Adult', 'Antimalarials', 'Chemoprevention', 'Endemic Diseases', 'Female', 'Humans', 'Malaria', 'Male', 'Middle Aged', ""Practice Patterns, Physicians'"", 'Travel']"
491,"[ 0.1637902   0.82672393  0.34353453  0.3264448  -0.12592477  1.3649032
  0.22454876 -0.09310277 -2.0187874   0.8592382   1.0573866  -0.2756761
  0.09571198 -1.6593422   0.03362871 -1.3485208   1.0696955  -0.75981545
 -1.0939276   0.37343878  1.0082555  -1.8158652   0.59793085  1.6119955
  0.62745565  1.1937684   0.21989588 -0.18888839  0.51817375 -1.4326756 ]",10.1038/s41370-018-0042-0,"['Adult', 'Arsenic', 'Atherosclerosis', 'Environmental Exposure', 'Ethnicity', 'Female', 'Humans', 'Longitudinal Studies', 'Male', 'Middle Aged', 'United States']"
492,"[-0.29920828  0.03646744  0.55228007 -0.09774449 -0.2200254   0.6208975
  0.20528828  0.27410457 -1.5424938   0.4874293   0.88689053  0.24595079
 -0.12490074 -0.5592231  -0.2500181  -0.7570515   0.72083116  0.5358766
 -0.5457484   0.63726896  0.30802876 -0.7227998  -0.12758175  1.126278
  0.53396535  0.86844057  0.16064203  0.24774244  0.703084   -1.432882  ]",10.1016/j.sleep.2018.05.005,"['Aged', 'Electrocardiography', 'Female', 'Heart Rate', 'Humans', 'Hypoxia', 'Male', 'Polysomnography', 'Pulse Wave Analysis', 'Radial Artery', 'Sleep Apnea Syndromes', 'Vascular Stiffness']"
493,"[ 0.4630324  -0.6302645   0.5260123  -0.32657418 -0.649083    1.0564661
  0.6154478  -0.14711934 -1.5282422   0.46222806  1.4369105  -0.06881834
  0.4678144  -0.6110828  -0.14970437 -0.57038814  1.1125568  -0.08026606
 -0.8990986   0.8020435   0.62175083 -0.48928797  0.7171204   1.7229551
  0.5373984   2.0491107   1.2653966  -0.3300517  -0.07056868 -1.5515598 ]",10.1007/s10865-018-9931-x,"['Adult', 'Black or African American', 'Attitude to Health', 'Demography', 'Ethnicity', 'Exercise', 'Female', 'Health Behavior', 'Hispanic or Latino', 'Humans', 'Mothers', 'Postpartum Period', 'Poverty', 'Prospective Studies', 'Rural Population', 'Socioeconomic Factors', 'White People', 'Young Adult']"
494,"[-0.22992148 -0.18955274  0.61419713 -0.3124572  -0.14545527  0.25420517
  0.06617072  0.20258032 -0.8075462   0.08663049  0.7022701   0.38473013
 -0.01704151  0.03695269 -0.08038776 -0.4396221   0.54188937  0.5865939
 -0.31078622  0.6347949   0.04238602 -0.21578105 -0.24929406  0.68447626
  0.31762332  0.7206886   0.23432308  0.30657667  0.5972774  -1.0698684 ]",10.1016/j.socscimed.2018.04.007,"['Adult', 'Biomarkers', 'C-Reactive Protein', 'Female', 'Fibrinogen', 'Humans', 'Inflammation', 'Interleukin-6', 'Loneliness', 'Male', 'Middle Aged', 'United States']"
495,"[ 0.30652994 -0.00383081 -0.25157654  0.23312671 -0.5470968   1.1991433
  0.88217205  0.14531697 -2.2378905   0.87634903  0.9922152  -0.16674529
 -0.1743068  -1.7155983  -0.5469133  -0.9798205   0.55113477  0.30950585
 -0.8322152   0.33644286  0.91688627 -1.5383164   0.1301495   1.3774346
  0.8208297   1.4592844   0.55515534 -0.07076237  0.04665792 -1.6300782 ]",10.1007/s10865-018-9950-7,"['Adult', 'Anxiety', 'Depression', 'Depression, Postpartum', 'Depressive Disorder', 'Female', 'Humans', 'Longitudinal Studies', 'Postpartum Period', 'Pregnancy', 'Psychiatric Status Rating Scales', 'Sleep Initiation and Maintenance Disorders', 'Young Adult']"
496,"[-0.01248954  0.14782743  0.9081437  -0.4124944  -0.12476712  0.7481478
  0.623196    0.91246784 -1.7368963   0.9409833   1.083832    0.9575915
 -0.13764328 -0.17835256 -0.76874584 -1.0577322   0.69088054  0.42098927
 -0.265736    1.6160725  -0.32680696 -0.4875067   0.3288165   1.2347976
  1.7231275   1.4007945   0.19789079 -0.00177233  0.22288065 -1.4688993 ]",10.1152/ajplung.00033.2018,"['Aging', 'Animals', 'Cell Line', 'Cilia', 'Epithelial Cells', 'Female', 'Humans', 'Lung', 'Mice', 'Mice, Inbred BALB C', 'Mice, Inbred C57BL', 'Mice, Knockout', 'Mucociliary Clearance', 'Oxidative Stress', 'Pneumonia', 'Protein Kinase C-epsilon', 'Trachea']"
497,"[-0.23633061 -0.19748092  0.49620298 -0.23723845 -0.20633532  0.37345088
  0.10200809  0.31818467 -0.86529964  0.11780656  0.6814507   0.23912378
  0.00251854 -0.0468492  -0.16919918 -0.38207382  0.53642565  0.61583805
 -0.2411536   0.526042    0.12209164 -0.07398713 -0.2590853   0.68256885
  0.39879283  0.43936852  0.18908978  0.14654307  0.53100103 -0.95891285]",10.1111/jrh.12306,"['Adult', 'Aged', 'Cardiovascular Diseases', 'Evidence-Based Practice', 'Female', 'Focus Groups', 'Humans', 'Male', 'Middle Aged', 'Nebraska', 'Qualitative Research', 'Risk Reduction Behavior', 'Rural Population']"
498,"[-0.11406105  0.19638358  0.21413705  0.08544992 -0.24866141  0.4698265
  0.29315725  0.17657043 -1.4255396   0.4539775   0.6753111   0.11626287
  0.00926026 -0.49165675 -0.39431    -0.59588414  0.5800542   0.28127146
 -0.4717321   0.40659425  0.2801867  -0.6249847  -0.06089668  0.81806743
  0.41095045  0.6958128   0.10147643  0.11401835  0.40659124 -1.0822277 ]",10.1016/j.epidem.2018.08.006,"['Adult', 'Biomarkers', 'Cohort Studies', 'HIV Infections', 'HIV-1', 'Homosexuality, Male', 'Humans', 'Male', 'Middle Aged', 'Sexual Behavior', 'Sexual Partners', 'Viral Load']"
499,"[-0.32698655 -0.17702734  0.70030755 -0.20827334 -0.0869056   0.36135682
  0.0988201   0.19639347 -1.0793687   0.21076283  0.71050006  0.3817739
 -0.08612035 -0.02588569 -0.21245539 -0.46338418  0.5393738   0.7606442
 -0.3775374   0.68650657 -0.1610054  -0.11754289 -0.24296667  0.81570643
  0.3118785   0.76772046  0.1790922   0.31437263  0.7398699  -1.1981299 ]",10.1007/s00520-018-4418-4,"['Adult', 'Aged', 'Breast Neoplasms', 'Cancer Survivors', 'Cost of Illness', 'Employment', 'Female', 'Health Expenditures', 'Humans', 'Income', 'Insurance, Health', 'Lymphedema', 'Male', 'Middle Aged', 'New Jersey', 'Pennsylvania', 'Prospective Studies', 'Socioeconomic Factors', 'Surveys and Questionnaires']"
500,"[-0.07507397 -0.05682243  0.15625279 -0.03725789 -0.07231681 -0.03766249
  0.07808568 -0.03420916 -0.20105737 -0.05906651  0.1600477  -0.01245957
  0.03165312 -0.10963567 -0.0503628  -0.10223125  0.11955766  0.08387228
 -0.08834329  0.08073595 -0.14445442 -0.0319318  -0.04660456  0.10458557
 -0.06705798  0.0585847   0.1286361   0.04074683  0.00449714 -0.14607754]",10.1002/clc.4960210320,"['Cardiology', 'History, 18th Century', 'History, 19th Century', 'Humans', 'United Kingdom', 'Vascular Surgical Procedures']"
501,"[-0.51584977 -0.10477129  0.24139687 -0.36280748 -0.19763826  0.31701866
  0.44958943 -0.3249293  -0.9789337  -0.18048027  0.3761796  -0.38385236
 -0.0142456  -0.47985306 -0.28155994 -0.57725227  0.31603307  0.311777
 -0.77904963  0.3895806  -0.4629649  -0.36009356  0.06247428  0.473131
 -0.03646238  0.673701    0.2562728  -0.12104747 -0.24624746 -0.5891434 ]",10.1002/clc.4960200320,"['Aged', 'Aorta, Abdominal', 'Aortic Diseases', 'Atrial Fibrillation', 'Cor Triatriatum', 'Echocardiography, Transesophageal', 'Embolism', 'Female', 'Humans', 'Mitral Valve Insufficiency']"
502,"[-0.17806904 -0.10526232  0.22691649 -0.09043213 -0.12877972 -0.0352313
  0.15670511 -0.02084447 -0.3455769  -0.09961753  0.24696489 -0.0210345
  0.01339178 -0.20298085 -0.08815205 -0.17660427  0.20696795  0.14356288
 -0.1817216   0.14611039 -0.22964124 -0.06149934 -0.08925601  0.18467584
 -0.08422696  0.1103313   0.24668215  0.04930103  0.03041638 -0.2855944 ]",10.1002/clc.4960200503,"['Aged', 'Cardiac Pacing, Artificial', 'Cardiomyopathy, Hypertrophic', 'Catheter Ablation', 'Disease Progression', 'Follow-Up Studies', 'Humans']"
503,"[-0.5782964  -0.05133016  0.22511475 -0.40705296 -0.1918668   0.47902697
  0.5743954  -0.28865507 -0.9820175  -0.21685095  0.3881812  -0.46485192
  0.00470366 -0.48012453 -0.3112441  -0.6587772   0.2754216   0.3919673
 -0.9022309   0.43369704 -0.49467847 -0.4652135   0.04453583  0.59541243
  0.02074315  0.8331754   0.2887911  -0.15195614 -0.12126609 -0.58789176]",10.1002/clc.4960201105,"['Acute Disease', 'Adolescent', 'Child', 'Child, Preschool', 'Diagnosis, Differential', 'Echocardiography, Doppler', 'Humans', 'Mitral Valve Insufficiency', 'Myocarditis', 'Observer Variation', 'Prospective Studies', 'Recurrence', 'Rheumatic Heart Disease', 'Sensitivity and Specificity']"
